Car_Name,Brand,Model,Vehicle_Age,KM_Driven,No_Of_Owners,Fuel_Type,Transmission_Type,Mileage,Engine_CC,Max_Power,No_Of_Seats,Price,Location
Kia Seltos,Kia,Seltos,6,70000.0,1,Diesel,Manual,20.8,1493.0,113.43,5,13.96909050352514,jaipur
Maruti Wagon R,Maruti,Wagon R,5,10000.0,1,Petrol,Manual,21.79,998.0,67.05,5,13.122365377402328,jaipur
Maruti Alto K10,Maruti,Alto K10,8,50000.0,2,Petrol,Automatic,23.95,998.0,67.1,5,12.765691290604371,jaipur
Tata Nexon,Tata,Nexon,8,50000.0,2,Diesel,Manual,21.5,1497.0,108.5,5,13.304686600863562,jaipur
Datsun GO,Datsun,GO,10,50000.0,1,Petrol,Manual,20.63,1198.0,67.0,5,12.323860125621126,jaipur
Mahindra Bolero,Mahindra,Bolero,5,30000.0,1,Diesel,Manual,16.0,1493.0,74.96,7,13.815511557963774,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,16,150000.0,2,Diesel,Manual,19.3,1248.0,73.9,5,12.154784614286667,jaipur
Porsche 911,Porsche,911,6,30000.0,2,Petrol,Automatic,10.25,1949.5,180.02499999999998,4,16.52356082573315,jaipur
Mahindra Bolero Neo,Mahindra,Bolero Neo,5,70000.0,1,Diesel,Manual,17.29,1493.0,100.0,7,13.76421831620775,jaipur
Maruti Zen Estilo,Maruti,Zen Estilo,16,90000.0,1,Petrol,Manual,19.0,998.0,67.1,5,11.918397239722838,jaipur
Maruti Alto,Maruti,Alto,16,50000.0,1,Petrol,Manual,19.7,796.0,46.3,5,12.128116509451258,jaipur
Maruti 800,Maruti,800,28,80000.0,4,Petrol,Manual,16.1,796.0,37.0,4,10.819798284210286,jaipur
Chevrolet Beat,Chevrolet,Beat,12,120000.0,2,Diesel,Manual,25.44,936.0,56.3,5,11.918397239722838,jaipur
Honda Amaze,Honda,Amaze,5,20000.0,1,Petrol,Manual,18.6,1199.0,88.76,5,13.592368256649284,jaipur
Mahindra Thar,Mahindra,Thar,9,60000.0,4,Diesel,Manual,16.55,1949.5,105.0,6,13.017005083966255,jaipur
Honda Amaze,Honda,Amaze,10,60000.0,2,Diesel,Manual,25.8,1498.0,98.6,5,12.971542813248437,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,15,70000.0,2,Petrol,Manual,17.5,1298.0,85.8,5,12.323860125621126,jaipur
Maruti Alto,Maruti,Alto,18,150000.0,3,Petrol,Manual,19.7,796.0,46.3,5,11.156264806643742,jaipur
Hyundai i10,Hyundai,i10,16,30000.0,2,Petrol,Manual,20.36,1197.0,78.9,5,12.07254696717504,jaipur
Hyundai Accent,Hyundai,Accent,18,60000.0,1,Petrol,Manual,13.2,1495.0,94.0,5,11.51293546492023,jaipur
Maruti Ertiga,Maruti,Ertiga,9,120000.0,2,Diesel,Manual,24.52,1248.0,88.5,7,13.304686600863562,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,15,100000.0,1,Petrol,Manual,17.5,1298.0,85.8,5,12.206077645517674,jaipur
Mahindra Scorpio,Mahindra,Scorpio,6,50000.0,1,Diesel,Manual,15.4,1949.5,136.78,7,14.285514812209815,jaipur
Hyundai Santro Xing,Hyundai,Santro Xing,19,70000.0,1,Petrol,Manual,17.8,1086.0,63.0,5,11.51293546492023,jaipur
Mahindra XUV300,Mahindra,XUV300,4,10000.0,1,Petrol,Manual,16.82,1197.0,108.62,5,13.997832948091215,jaipur
Mahindra XUV300,Mahindra,XUV300,6,50000.0,1,Petrol,Manual,16.82,1197.0,108.62,5,13.883170141017091,jaipur
Hyundai EON,Hyundai,EON,11,80000.0,1,Petrol,Manual,21.1,814.0,55.2,5,12.421188057397055,jaipur
Maruti Alto 800,Maruti,Alto 800,6,40000.0,1,Petrol,Manual,22.05,796.0,47.33,5,12.899222326086994,jaipur
Maruti Alto,Maruti,Alto,19,70000.0,2,Petrol,Manual,19.7,796.0,46.3,5,11.736077016252437,jaipur
Honda Jazz,Honda,Jazz,10,150000.0,1,Diesel,Manual,27.3,1498.0,98.6,5,12.899222326086994,jaipur
Honda Amaze,Honda,Amaze,5,40000.0,1,Diesel,Automatic,21.0,1498.0,78.9,5,13.710151153416941,jaipur
Maruti Alto 800,Maruti,Alto 800,6,30000.0,1,Petrol,Manual,22.05,796.0,47.33,5,12.644330802262578,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,12,80000.0,1,Petrol,Manual,19.1,1197.0,85.8,5,12.765691290604371,jaipur
Jeep Compass,Jeep,Compass,9,80000.0,1,Diesel,Manual,17.1,1949.5,170.0,5,14.077875591662238,jaipur
Honda WR-V,Honda,WR-V,5,20000.0,1,Petrol,Manual,16.5,1199.0,88.5,5,13.652992804936396,jaipur
Chevrolet Spark,Chevrolet,Spark,17,70000.0,2,Petrol,Manual,18.0,995.0,62.0,5,11.407576060361786,jaipur
Mahindra XUV500,Mahindra,XUV500,14,120000.0,1,Diesel,Manual,15.1,1949.5,140.0,7,13.122365377402328,jaipur
Honda WR-V,Honda,WR-V,4,20000.0,1,Petrol,Manual,16.5,1199.0,88.5,5,13.76421831620775,jaipur
Jeep Compass,Jeep,Compass,8,150000.0,1,Diesel,Manual,17.1,1949.5,170.0,5,14.00943207432447,jaipur
Hyundai Aura,Hyundai,Aura,5,20000.0,1,Petrol,Manual,20.5,1197.0,81.86,5,13.415034483903348,jaipur
Maruti 800,Maruti,800,22,80000.0,2,Petrol,Manual,16.1,796.0,37.0,4,10.819798284210286,jaipur
Maruti Vitara Brezza,Maruti,Vitara Brezza,9,90000.0,1,Diesel,Manual,24.3,1248.0,88.5,5,13.652992804936396,jaipur
Renault KWID,Renault,KWID,9,30000.0,1,Petrol,Manual,25.17,799.0,53.3,5,12.611541086966115,jaipur
Maruti Alto 800,Maruti,Alto 800,6,30000.0,1,Petrol,Manual,22.05,796.0,47.33,5,12.706850963741102,jaipur
Maruti Vitara Brezza,Maruti,Vitara Brezza,8,40000.0,3,Diesel,Manual,24.3,1248.0,88.5,5,13.527829818844937,jaipur
Hyundai Accent,Hyundai,Accent,21,120000.0,4,Petrol,Manual,13.2,1495.0,94.0,5,11.156264806643742,jaipur
Maruti Wagon R,Maruti,Wagon R,20,120000.0,4,Petrol,Manual,18.9,998.0,67.1,5,11.289794413577894,jaipur
Maruti Wagon R,Maruti,Wagon R,17,60000.0,2,Petrol,Manual,18.9,1061.0,67.0,5,11.736077016252437,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,17,150000.0,2,Diesel,Manual,19.3,1248.0,73.9,5,12.429220196836383,jaipur
Maruti Alto 800,Maruti,Alto 800,7,60000.0,1,Petrol,Manual,24.7,796.0,47.3,5,12.821260987319457,jaipur
Renault Duster,Renault,Duster,13,150000.0,1,Diesel,Manual,19.01,1461.0,108.45,5,12.691583538230217,jaipur
Maruti 800,Maruti,800,20,80000.0,2,Petrol,Manual,16.1,796.0,37.0,4,10.714439990727769,jaipur
Tata New Safari,Tata,New Safari,17,100000.0,2,Diesel,Manual,13.93,1949.5,138.1,7,12.04355959836804,jaipur
Mahindra Bolero Power Plus,Mahindra,Bolero Power Plus,7,50000.0,1,Diesel,Manual,16.5,1493.0,70.0,7,13.592368256649284,jaipur
Chevrolet Beat,Chevrolet,Beat,14,50000.0,3,Diesel,Manual,25.44,936.0,57.6,5,11.711784520403112,jaipur
Hyundai i10,Hyundai,i10,18,60000.0,2,Petrol,Manual,20.36,1197.0,78.9,5,11.918397239722838,jaipur
Maruti Alto 800,Maruti,Alto 800,6,30000.0,1,Petrol,Manual,22.05,796.0,47.33,5,12.691583538230217,jaipur
Maruti 800,Maruti,800,23,80000.0,4,Petrol,Manual,16.1,796.0,37.0,4,10.819798284210286,jaipur
Hyundai Venue,Hyundai,Venue,4,10000.0,2,Petrol,Manual,18.0,998.0,118.35,5,13.910821646859095,jaipur
Hyundai Accent,Hyundai,Accent,17,150000.0,2,Lpg,Manual,13.2,1495.0,93.7,5,11.51293546492023,jaipur
BMW 6 Series,BMW,6 Series,20,40000.0,4,Petrol,Automatic,10.25,1949.5,180.02499999999998,4,13.45883704259595,jaipur
Maruti Wagon R,Maruti,Wagon R,17,150000.0,2,Petrol,Manual,18.9,1061.0,67.0,5,11.736077016252437,jaipur
Tata Nexon,Tata,Nexon,7,60000.0,1,Petrol,Manual,17.0,1198.0,108.5,5,13.592368256649284,jaipur
Renault Triber,Renault,Triber,5,30000.0,1,Petrol,Manual,20.0,999.0,71.01,7,13.567050480716235,jaipur
Honda City,Honda,City,17,120000.0,2,Petrol,Manual,17.0,1497.0,180.02499999999998,5,12.323860125621126,jaipur
Tata Nexon,Tata,Nexon,5,50000.0,1,Petrol,Automatic,17.05,1199.0,118.35,5,13.76421831620775,jaipur
Maruti Swift,Maruti,Swift,12,150000.0,2,Diesel,Manual,25.2,1248.0,74.0,5,12.847929163278053,jaipur
Maruti Zen Estilo,Maruti,Zen Estilo,19,150000.0,2,Petrol,Manual,18.2,998.0,67.1,5,11.407576060361786,jaipur
Maruti Alto 800,Maruti,Alto 800,4,10000.0,1,Petrol,Manual,22.05,796.0,47.33,5,12.959846800844963,jaipur
Kia Seltos,Kia,Seltos,5,30000.0,1,Petrol,Manual,16.8,1497.0,113.43,5,14.187074804051692,jaipur
Maruti Baleno,Maruti,Baleno,8,60000.0,2,Petrol,Manual,21.4,1197.0,83.1,5,13.28787951079572,jaipur
Maruti Baleno,Maruti,Baleno,8,60000.0,2,Petrol,Manual,21.4,1197.0,83.1,5,13.28787951079572,jaipur
Maruti Alto 800,Maruti,Alto 800,8,50000.0,1,Petrol,Manual,24.7,796.0,47.3,5,12.54254845357358,jaipur
Maruti Celerio,Maruti,Celerio,12,120000.0,2,Petrol,Manual,23.1,998.0,67.04,5,12.429220196836383,jaipur
Mahindra XUV500,Mahindra,XUV500,13,70000.0,1,Diesel,Manual,15.1,1949.5,140.0,7,13.122365377402328,jaipur
Maruti SX4 S Cross,Maruti,SX4 S Cross,9,150000.0,1,Diesel,Manual,25.1,1248.0,88.5,5,13.122365377402328,jaipur
Tata Nano,Tata,Nano,10,50000.0,1,Petrol,Manual,25.4,745.5,37.5,4,11.863589378812122,jaipur
Mahindra KUV 100,Mahindra,KUV 100,10,70000.0,1,Petrol,Manual,18.15,1198.0,82.0,6,12.611541086966115,jaipur
Maruti Swift,Maruti,Swift,5,40000.0,1,Petrol,Manual,22.38,1197.0,88.5,5,13.384729180332174,jaipur
Maruti Swift,Maruti,Swift,20,120000.0,3,Petrol,Manual,16.1,1298.0,88.2,5,11.918397239722838,jaipur
Tata Tigor,Tata,Tigor,7,60000.0,2,Petrol,Manual,20.3,1199.0,84.0,5,13.122365377402328,jaipur
Maruti A-Star,Maruti,A-Star,16,150000.0,4,Petrol,Automatic,16.98,998.0,66.1,5,11.918397239722838,jaipur
Tata Indigo,Tata,Indigo,15,90000.0,2,Diesel,Manual,23.57,1396.0,70.0,5,11.989165855127435,jaipur
Honda WR-V,Honda,WR-V,3,10000.0,2,Petrol,Manual,16.5,1199.0,88.5,5,13.815511557963774,jaipur
Tata Tiago,Tata,Tiago,6,50000.0,1,Petrol,Manual,20.09,1199.0,84.82,5,13.161586013632684,jaipur
Mahindra TUV 300,Mahindra,TUV 300,10,90000.0,2,Diesel,Manual,18.49,1493.0,100.0,7,13.493928313146206,jaipur
Renault Triber,Renault,Triber,5,30000.0,1,Petrol,Manual,20.0,999.0,71.01,7,13.527829818844937,jaipur
Maruti Alto K10,Maruti,Alto K10,13,40000.0,1,Petrol,Manual,20.92,998.0,67.1,5,12.429220196836383,jaipur
Renault Duster,Renault,Duster,13,150000.0,1,Diesel,Manual,19.01,1461.0,108.45,5,12.765691290604371,jaipur
Hyundai i10,Hyundai,i10,9,120000.0,1,Lpg,Manual,19.2,1086.0,68.05,5,12.899222326086994,jaipur
Maruti Alto,Maruti,Alto,14,100000.0,3,Petrol,Manual,19.7,796.0,46.3,5,11.918397239722838,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,10,90000.0,1,Diesel,Manual,26.59,1248.0,74.0,5,13.038981768465277,jaipur
Maruti 800,Maruti,800,22,70000.0,4,Petrol,Manual,16.1,796.0,37.0,4,10.596659732783579,jaipur
Chevrolet Sail,Chevrolet,Sail,9,150000.0,1,Diesel,Manual,22.1,1248.0,74.0,5,12.959846800844963,jaipur
Maruti Wagon R,Maruti,Wagon R,21,120000.0,2,Petrol,Manual,18.9,998.0,67.1,5,11.51293546492023,jaipur
Maruti Baleno RS,Maruti,Baleno RS,7,60000.0,1,Petrol,Manual,21.1,998.0,100.5,5,13.384729180332174,jaipur
Maruti Ertiga,Maruti,Ertiga,9,100000.0,2,Diesel,Manual,24.52,1248.0,88.5,7,13.527829818844937,jaipur
Maruti Alto 800,Maruti,Alto 800,4,10000.0,1,Petrol,Manual,22.05,796.0,47.33,5,13.030248088496522,jaipur
Renault Duster,Renault,Duster,13,120000.0,1,Diesel,Manual,19.01,1461.0,108.45,5,12.765691290604371,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,11,150000.0,1,Diesel,Manual,26.59,1248.0,74.0,5,12.834683971615659,jaipur
Mahindra Bolero,Mahindra,Bolero,21,120000.0,2,Diesel,Manual,15.96,1949.5,63.0,9,12.628070334272698,jaipur
Hyundai Verna,Hyundai,Verna,14,150000.0,2,Diesel,Manual,22.32,1582.0,126.32,5,12.899222326086994,jaipur
Honda Amaze,Honda,Amaze,10,150000.0,1,Diesel,Manual,25.8,1498.0,98.6,5,12.899222326086994,jaipur
Hyundai EON,Hyundai,EON,9,120000.0,2,Petrol,Manual,21.1,814.0,55.2,5,12.345834587905333,jaipur
Tata Altroz,Tata,Altroz,5,20000.0,2,Petrol,Manual,19.33,1199.0,86.83,5,13.493928313146206,jaipur
Toyota Innova,Toyota,Innova,17,100000.0,2,Diesel,Manual,12.8,1949.5,102.0,7,12.959846800844963,jaipur
Volkswagen Vento,Volkswagen,Vento,12,30000.0,1,Petrol,Manual,15.04,1598.0,103.6,5,13.017005083966255,jaipur
Nissan Micra,Nissan,Micra,10,120000.0,2,Diesel,Manual,23.08,1461.0,63.1,5,12.611541086966115,jaipur
Chevrolet Beat,Chevrolet,Beat,15,90000.0,3,Petrol,Manual,18.6,1199.0,79.4,5,11.982935344196433,jaipur
Maruti Swift,Maruti,Swift,3,10000.0,1,Petrol,Manual,22.38,1197.0,88.5,5,13.369225017834633,jaipur
Hyundai Aura,Hyundai,Aura,5,30000.0,1,Petrol,Manual,20.5,1197.0,81.86,5,13.42246945133505,jaipur
Renault Duster,Renault,Duster,14,150000.0,1,Diesel,Manual,20.45,1461.0,83.8,5,12.611541086966115,jaipur
Maruti Alto 800,Maruti,Alto 800,11,40000.0,2,Petrol,Manual,22.74,796.0,47.3,5,12.429220196836383,jaipur
Tata Zest,Tata,Zest,9,120000.0,3,Diesel,Manual,22.95,1248.0,74.0,5,13.017005083966255,jaipur
Hyundai EON,Hyundai,EON,9,60000.0,1,Petrol,Manual,21.1,814.0,55.2,5,12.468440756144114,jaipur
Hyundai i20,Hyundai,i20,3,10000.0,1,Petrol,Manual,21.0,1197.0,81.8,5,13.652992804936396,jaipur
Ford Ecosport,Ford,Ecosport,12,150000.0,1,Diesel,Manual,22.7,1498.0,89.84,5,13.017005083966255,jaipur
Chevrolet Cruze,Chevrolet,Cruze,13,70000.0,2,Diesel,Manual,17.3,1949.5,163.7,5,12.847929163278053,jaipur
Honda City,Honda,City,11,80000.0,1,Diesel,Manual,26.0,1498.0,98.6,5,13.017005083966255,jaipur
Renault KWID,Renault,KWID,9,60000.0,1,Petrol,Manual,25.17,799.0,53.3,5,12.611541086966115,jaipur
Maruti Alto,Maruti,Alto,17,70000.0,3,Petrol,Manual,19.7,796.0,46.3,5,11.918397239722838,jaipur
Hyundai i10,Hyundai,i10,14,90000.0,2,Petrol,Manual,20.36,1197.0,78.9,5,12.206077645517674,jaipur
Maruti Zen,Maruti,Zen,25,120000.0,1,Petrol,Manual,17.3,993.0,60.0,5,10.596659732783579,jaipur
Maruti Wagon R,Maruti,Wagon R,9,40000.0,1,Petrol,Manual,20.51,998.0,67.04,5,12.899222326086994,jaipur
Maruti Wagon R,Maruti,Wagon R,11,70000.0,1,Petrol,Automatic,20.51,998.0,67.0,5,12.765691290604371,jaipur
Hyundai EON,Hyundai,EON,11,60000.0,1,Petrol,Manual,21.1,814.0,55.2,5,12.429220196836383,jaipur
Toyota Etios,Toyota,Etios,15,80000.0,1,Petrol,Manual,17.6,1496.0,88.73,5,12.765691290604371,jaipur
Maruti Wagon R,Maruti,Wagon R,14,50000.0,1,Petrol,Manual,18.9,998.0,67.1,5,12.611541086966115,jaipur
Ford Figo,Ford,Figo,15,120000.0,4,Diesel,Manual,20.0,1399.0,68.0,5,12.206077645517674,jaipur
Maruti Ritz,Maruti,Ritz,17,150000.0,3,Diesel,Manual,21.1,1248.0,73.9,5,12.611541086966115,jaipur
Maruti Ritz,Maruti,Ritz,13,120000.0,2,Diesel,Manual,23.2,1248.0,73.94,5,12.611541086966115,jaipur
Maruti Alto 800,Maruti,Alto 800,11,40000.0,2,Petrol,Manual,22.74,796.0,47.3,5,12.429220196836383,jaipur
Datsun RediGO,Datsun,RediGO,6,40000.0,2,Petrol,Manual,20.71,799.0,53.64,5,12.611541086966115,jaipur
Hyundai Venue,Hyundai,Venue,5,40000.0,1,Petrol,Manual,18.27,998.0,118.35,5,13.815511557963774,jaipur
Nissan Micra Active,Nissan,Micra Active,13,70000.0,2,Petrol,Manual,19.49,1198.0,67.04,5,12.206077645517674,jaipur
Honda City,Honda,City,13,120000.0,2,Petrol,Automatic,16.8,1497.0,116.4,5,12.765691290604371,jaipur
Maruti Zen Estilo,Maruti,Zen Estilo,16,150000.0,2,Petrol,Manual,19.0,998.0,67.1,5,11.51293546492023,jaipur
Honda City,Honda,City,11,100000.0,3,Diesel,Manual,26.0,1498.0,98.6,5,13.122365377402328,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,9,80000.0,1,Diesel,Automatic,28.25,1248.0,74.0,5,13.45883704259595,jaipur
Honda Amaze,Honda,Amaze,5,40000.0,1,Petrol,Automatic,18.3,1199.0,88.76,5,13.592368256649284,jaipur
Tata Tigor,Tata,Tigor,4,30000.0,1,Cng,Manual,26.49,1199.0,72.4,5,13.617059619240436,jaipur
Tata Altroz,Tata,Altroz,6,90000.0,1,Petrol,Manual,18.53,1199.0,84.88,5,13.42246945133505,jaipur
Maruti Ertiga,Maruti,Ertiga,7,100000.0,3,Diesel,Manual,25.47,1248.0,88.5,7,13.910821646859095,jaipur
Mahindra Quanto,Mahindra,Quanto,12,70000.0,1,Diesel,Manual,17.21,1493.0,100.0,7,12.765691290604371,jaipur
Honda City,Honda,City,11,150000.0,1,Diesel,Manual,26.0,1498.0,98.6,5,13.122365377402328,jaipur
Mahindra Bolero,Mahindra,Bolero,13,30000.0,3,Diesel,Manual,15.96,1949.5,62.1,7,13.122365377402328,jaipur
Maruti Alto 800,Maruti,Alto 800,8,40000.0,1,Petrol,Manual,24.7,796.0,47.3,5,12.676079399771027,jaipur
Volkswagen Vento,Volkswagen,Vento,13,120000.0,4,Diesel,Manual,20.54,1598.0,103.6,5,12.948012371209098,jaipur
Honda Amaze,Honda,Amaze,12,150000.0,1,Diesel,Manual,25.8,1498.0,98.6,5,12.691583538230217,jaipur
Maruti Vitara Brezza,Maruti,Vitara Brezza,6,30000.0,1,Petrol,Manual,17.03,1462.0,103.26,5,13.76421831620775,jaipur
Maruti Vitara Brezza,Maruti,Vitara Brezza,6,30000.0,1,Petrol,Manual,17.03,1462.0,103.26,5,13.76421831620775,jaipur
Datsun RediGO,Datsun,RediGO,9,120000.0,1,Petrol,Manual,22.7,799.0,53.64,5,12.611541086966115,jaipur
Hyundai Grand i10,Hyundai,Grand i10,11,90000.0,1,Diesel,Manual,24.0,1120.0,70.0,5,12.899222326086994,jaipur
Hyundai i10,Hyundai,i10,12,60000.0,2,Petrol,Manual,20.36,1197.0,78.9,5,12.765691290604371,jaipur
Mahindra Bolero,Mahindra,Bolero,19,150000.0,2,Diesel,Manual,13.6,1949.5,180.02499999999998,7,12.54254845357358,jaipur
Skoda Superb,Skoda,Superb,14,120000.0,1,Petrol,Automatic,13.7,1798.0,157.75,5,13.122365377402328,jaipur
Skoda Superb,Skoda,Superb,14,120000.0,1,Petrol,Automatic,13.7,1798.0,157.75,5,13.122365377402328,jaipur
Skoda Superb,Skoda,Superb,14,120000.0,1,Petrol,Automatic,13.7,1798.0,157.75,5,13.122365377402328,jaipur
Maruti SX4,Maruti,SX4,16,70000.0,1,Petrol,Manual,15.5,1586.0,103.3,5,12.429220196836383,jaipur
Mahindra Bolero,Mahindra,Bolero,19,90000.0,3,Diesel,Manual,13.6,1949.5,180.02499999999998,7,12.611541086966115,jaipur
Honda Amaze,Honda,Amaze,13,90000.0,1,Diesel,Manual,25.8,1498.0,98.6,5,12.899222326086994,jaipur
Honda Amaze,Honda,Amaze,10,90000.0,4,Diesel,Manual,25.8,1498.0,98.6,5,12.948012371209098,jaipur
Nissan Terrano,Nissan,Terrano,12,150000.0,1,Diesel,Manual,20.45,1461.0,83.8,5,12.899222326086994,jaipur
Maruti Baleno,Maruti,Baleno,5,30000.0,2,Petrol,Manual,21.01,1197.0,81.8,5,13.592368256649284,jaipur
Maruti Wagon R,Maruti,Wagon R,7,40000.0,1,Petrol,Manual,21.79,998.0,67.05,5,13.122365377402328,jaipur
Maruti Swift,Maruti,Swift,4,20000.0,1,Petrol,Manual,22.38,1197.0,88.5,5,13.493928313146206,jaipur
Hyundai Verna,Hyundai,Verna,15,120000.0,3,Diesel,Manual,22.32,1582.0,126.32,5,12.611541086966115,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,12,120000.0,1,Diesel,Manual,23.4,1248.0,74.0,5,12.899222326086994,jaipur
Maruti Baleno,Maruti,Baleno,5,30000.0,1,Petrol,Manual,21.01,1197.0,81.8,5,13.592368256649284,jaipur
Maruti Swift,Maruti,Swift,12,120000.0,1,Diesel,Manual,22.9,1248.0,74.0,5,13.017005083966255,jaipur
Hyundai Elantra,Hyundai,Elantra,13,121000.0,1,Diesel,Manual,22.7,1582.0,126.24,5,13.017005083966255,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,13,120000.0,1,Diesel,Manual,23.4,1248.0,74.0,5,13.122365377402328,jaipur
Mitsubishi Pajero,Mitsubishi,Pajero,13,120000.0,3,Diesel,Manual,13.5,1949.5,175.56,7,13.710151153416941,jaipur
Maruti Ritz,Maruti,Ritz,15,150000.0,3,Petrol,Manual,18.5,1197.0,85.8,5,12.013706813470414,jaipur
Maruti Ciaz,Maruti,Ciaz,8,60000.0,1,Diesel,Manual,28.09,1248.0,88.5,5,13.45883704259595,jaipur
Maruti Zen,Maruti,Zen,25,60000.0,4,Petrol,Manual,17.3,993.0,60.0,5,11.034905792929415,jaipur
Renault KWID,Renault,KWID,4,20000.0,1,Petrol,Manual,21.46,999.0,67.06,5,13.217675375388819,jaipur
Honda City,Honda,City,5,30000.0,1,Petrol,Automatic,18.3,1498.0,119.35,5,14.23750562376114,jaipur
Honda City,Honda,City,12,150000.0,1,Diesel,Manual,26.0,1498.0,98.6,5,12.899222326086994,jaipur
Maruti Zen Estilo,Maruti,Zen Estilo,19,150000.0,2,Petrol,Manual,18.2,998.0,67.1,5,11.51293546492023,jaipur
Maruti Alto 800,Maruti,Alto 800,11,120000.0,2,Petrol,Manual,22.74,796.0,47.3,5,12.301387370778713,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,8,120000.0,1,Diesel,Manual,28.25,1248.0,74.02,5,13.353476685668044,jaipur
Hyundai i10,Hyundai,i10,13,90000.0,2,Petrol,Manual,20.36,1197.0,78.9,5,12.765691290604371,jaipur
Maruti Swift,Maruti,Swift,14,150000.0,3,Diesel,Manual,22.9,1248.0,74.0,5,12.765691290604371,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,12,90000.0,2,Diesel,Manual,23.4,1248.0,74.0,5,13.017005083966255,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,12,90000.0,2,Diesel,Manual,23.4,1248.0,74.0,5,13.017005083966255,jaipur
Hyundai i10,Hyundai,i10,15,150000.0,1,Petrol,Manual,20.36,1197.0,78.9,5,12.206077645517674,jaipur
Maruti Alto 800,Maruti,Alto 800,11,120000.0,2,Petrol,Manual,22.74,796.0,47.3,5,12.323860125621126,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,13,100000.0,1,Diesel,Manual,23.4,1248.0,74.0,5,12.821260987319457,jaipur
Citroen C3,Citroen,C3,3,90000.0,2,Petrol,Manual,19.3,1199.0,108.62,5,13.500801182986649,jaipur
Maruti Ciaz,Maruti,Ciaz,9,60000.0,2,Petrol,Manual,20.73,1373.0,91.1,5,13.321215875492413,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,8,90000.0,4,Diesel,Manual,28.25,1248.0,74.02,5,13.415034483903348,jaipur
Volvo XC60,Volvo,XC60,7,150000.0,1,Diesel,Automatic,11.2,1949.5,180.02499999999998,5,15.201805169084134,jaipur
Maruti SX4 S Cross,Maruti,SX4 S Cross,7,150000.0,1,Diesel,Manual,25.1,1248.0,88.5,5,13.592368256649284,jaipur
Mahindra Bolero Power Plus,Mahindra,Bolero Power Plus,9,80000.0,3,Diesel,Manual,15.96,1949.5,63.0,9,13.45883704259595,jaipur
Renault Duster,Renault,Duster,13,120000.0,2,Diesel,Manual,19.64,1461.0,108.45,5,12.899222326086994,jaipur
Maruti Alto,Maruti,Alto,17,120000.0,3,Petrol,Manual,19.7,796.0,46.3,5,11.918397239722838,jaipur
Hyundai i10,Hyundai,i10,10,120000.0,1,Petrol,Manual,19.81,1086.0,68.05,5,12.611541086966115,jaipur
Maruti Swift Dzire,Maruti,Swift Dzire,6,70000.0,1,Petrol,Manual,22.41,1197.0,88.5,5,13.45883704259595,jaipur
Hyundai Aura,Hyundai,Aura,6,30000.0,1,Petrol,Manual,20.5,1197.0,81.86,5,13.384729180332174,jaipur
Mahindra Marazzo,Mahindra,Marazzo,7,150000.0,1,Diesel,Manual,17.3,1497.0,121.0,7,13.592368256649284,jaipur
Mahindra Bolero,Mahindra,Bolero,9,80000.0,1,Diesel,Manual,15.96,1949.5,62.1,7,13.592368256649284,jaipur
Maruti Wagon R,Maruti,Wagon R,14,100000.0,2,Petrol,Manual,18.9,998.0,67.1,5,12.206077645517674,jaipur
Tata Altroz,Tata,Altroz,6,40000.0,1,Petrol,Manual,19.33,1199.0,86.83,5,13.45883704259595,jaipur
Hyundai Grand i10,Hyundai,Grand i10,10,100000.0,2,Petrol,Manual,18.9,1197.0,82.0,5,12.73670383776449,jaipur
Maruti Swift Dzire Tour,Maruti,Swift Dzire Tour,8,120000.0,2,Diesel,Manual,19.95,1248.0,74.02,5,12.948012371209098,jaipur
Toyota Innova,Toyota,Innova,14,150000.0,2,Diesel,Manual,11.4,1949.5,100.6,7,13.122365377402328,jaipur
Hyundai i20,Hyundai,i20,6,40000.0,1,Petrol,Manual,21.0,1197.0,81.8,5,13.527829818844937,jaipur
Maruti Vitara Brezza,Maruti,Vitara Brezza,8,150000.0,1,Diesel,Manual,24.3,1248.0,88.5,5,13.710151153416941,jaipur
Maruti Ciaz,Maruti,Ciaz,7,150000.0,1,Petrol,Automatic,20.28,1462.0,103.25,5,13.500801182986649,jaipur
Maruti Ciaz,Maruti,Ciaz,7,150000.0,1,Petrol,Automatic,20.28,1462.0,103.25,5,13.500801182986649,jaipur
Maruti Swift,Maruti,Swift,4,20000.0,1,Petrol,Manual,22.38,1197.0,88.5,5,13.60479076121576,jaipur
